Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Open Access,Source
"Murillo A.A., Ramírez-Flandes S., DeLong E.F., Ulloa O.","Enhanced metabolic versatility of planktonic sulfur-oxidizing γ-proteobacteria in an oxygen-deficient coastal ecosystem",2014,"Frontiers in Marine Science","1","JUL","18","","",,31,"10.3389/fmars.2014.00018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008949766&doi=10.3389%2ffmars.2014.00018&partnerID=40&md5=b1e4f214eef9bfb29d05239610d687b7","Sulfur-oxidizing γ-proteobacteria are abundant in marine oxygen-deficient waters, and appear to play a key role in a previously unrecognized cryptic sulfur cycle. Metagenomic analyses of members of the uncultured SUP05 lineage in the Canadian seasonally anoxic fjord Saanich Inlet (SI), hydrothermal plumes in the Guaymas Basin (GB) and single cell genomics analysis of two ARCTIC96BD-19 representatives from the South Atlantic Sub-Tropical Gyre (SASG) have shown them to be metabolically versatile. However, SI and GB SUP05 bacteria seem to be obligate chemolithoautotrophs, whereas ARCTIC96BD-19 has the genetic potential for aerobic respiration. Here, we present results of a metagenomic analysis of sulfur-oxidizing γ-proteobacteria (GSO), closely related to the SUP05/ARCTIC96BD-19 clade, from a coastal ecosystem in the eastern South Pacific (ESP). This ecosystem experiences seasonal anoxia and accumulation of nitrite and ammonium at depth, with a corresponding increase in the abundance of GSO representatives. The ESP-GSOs appear to have a significantly different gene complement than those from SI, GB, and SASG. Genomic analyses of de novo assembled contigs indicate the presence of a complete aerobic respiratory complex based on the cytochrome bc1 oxidase. Furthermore, they appear to encode a complete TCA cycle and several transporters for dissolved organic carbon species, suggesting a mixotrophic lifestyle. Thus, the success of sulfur-oxidizing γ-proteobacteria in oxygen-deficient marine ecosystems appears due not only to their previously recognized anaerobic metabolic versatility, but also to their capacity to function under aerobic conditions using different carbon sources. Finally, members of ESP-GSO cluster also have the genetic potential for reducing nitrate to ammonium based on the nirBD genes, and may therefore facilitate a tighter coupling of the nitrogen and sulfur cycles in oxygen-deficient waters. © 2014 Murillo, Ramírez-Flandes, DeLong and Ulloa.","ESP-GSO; Metagenomic analysis; OMZ; Sulfur oxidizers; SUP05",,Article,"All Open Access, Gold",Scopus
"Shapiro B.J.","Signatures of natural selection and ecological differentiation in microbial genomes",2014,"Advances in Experimental Medicine and Biology","781",,,"339","359",,15,"10.1007/978-94-7-7347-9_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959189172&doi=10.1007%2f978-94-7-7347-9_17&partnerID=40&md5=4e91a1168b9fadce3aa365a69ae72d53","We live in a microbial world. Most of the genetic and metabolic diversity that exists on earth - and has existed for billions of years - is microbial. Making sense of this vast diversity is a daunting task, but one that can be approached systematically by analyzing microbial genome sequences. This chapter explores how the evolutionary forces of recombination and selection act to shape microbial genome sequences, leaving signatures that can be detected using comparative genomics and population-genetic tests for selection. I describe the major classes of tests, paying special attention to their relative strengths and weaknesses when applied to microbes. Specifically, I apply a suite of tests for selection to a set of closely-related bacterial genomes with different microhabitat preferences within the marine water column, shedding light on the genomic mechanisms of ecological differentiation in the wild. I will focus on the joint problem of simultaneously inferring the boundaries between microbial populations, and the selective forces operating within and between populations. © 2014 Springer Science+Business Media Dordrecht.","Adaptive divergence; Bacteria; Convergent evolution; Ecological differentiation; Evolution; Long-range haplotype test; McDonald-Kreitman test; Microbial genomics; Natural selection; Recombination; Reverse ecology; Speciation; Vibrio","article; bacterial genome; bacterial mutation; genetic recombination; genetic variability; haplotype; marine bacterium; McDonald Kreitman test; metagenomics; microbial diversity; microbial genome; microhabitat; natural selection; nonhuman; population genetics; priority journal; reverse genetics; species differentiation; statistical parameters; Vibrio; Vibrio cyclitrophicus; Article; ecological differentiation; ecological phenomena and functions; gene sequence; genetic screening; genetic variability; genomics; metabolism; Evolution, Molecular; Metagenome; Microbiota; Recombination, Genetic; Selection, Genetic",Article,"",Scopus
"Chitipothu S., Cariani A., Bertasi F., Stagioni M., Kochzius M., Blohm D., Tinti F., Landi M.","Invertebrate DNA chip: Opportunities and challenges in the development and application of microarrays for marine biodiversity studies",2014,"Microarrays: Principles, Applications and Technologies",,,,"101","133",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953404337&partnerID=40&md5=dca96ad4013a0442d480d24dd6cf60b1","DNA microarrays for marine biodiversity studies have been developed and tested in several groups, spanning different applications. They are employed to characterize ecological communities circumventing uncertainties and challenges associated with the conventional techniques of taxonomy employed to characterize these communities. Examples come from identifications of fishes and phytoplankton to monitoring of harmful algae. Although DNA microchips support a great diversity of applications and provide a wealth of findings in functional genomics and environmental studies, limits in ecological applications are known. So far, DNA microarrays used in biodiversity studies provide only qualitative data in terms of presence or absence of the species and its usage is greatly limited in providing the quantitative measurement of environmental samples. Moreover, DNA microarrays are commonly restricted to identify only those species that are targeted by the probes implemented on the chip. In turn, developing a broad spectrum array has technological challenges in terms of probe designing, experimental optimization, and statistical analysis. In this book chapter, we provide a critical assessment on promises and pitfalls of DNA microarrays as tool for marine invertebrate species identification. We implemented a DNA-chip prototype to identify 15 species of marine invertebrates from European Seas, including crustaceans, molluscs, and polychaetes, based on the two mitochondrial markers, cytochrome oxidase subunit I and 16S rRNA. Challenges involved in oligonucleotide probe design, in silico evaluation, and difficulties encountered through hybridization experiments are here explored. Specificity and sensitivity of the probes have also been critically evaluated to verify the suitability of the selected markers for microarray probe design. Since the ultimate application of DNA microarray to resolve complex environmental samples is a major challenge, we made an attempt to analyze gut contents of predator fishes. The problems encountered during this analysis, as the presence of target and not target species that could affect the specificity and the sensitivity of the DNA-chip to distinguish low and high abundant target species from a background of non-targets, were explored. We also reviewed advantages and disadvantages of DNA microarray technology compared to other molecular identification methods such as DNA barcoding and next generation sequencing. The outcome of the Invertebrate DNA Chip prototype served as a proof-of-concept for the identification of selected marine invertebrates and prey species of demersal fishes by DNA microarray. The potential of such microarrays can encompass several fields of scientific applications in marine biodiversity and ecosystem sciences, as marine ecosystem diversity and environmental monitoring, seafood quality control, and understanding food webs and ecosystem functioning. © 2014 by Nova Science Publishers, Inc. All rights reserved.",,,Book Chapter,"",Scopus
"Chan J.Z.-M., Millard A.D., Mann N.H., Schäfer H.","Comparative genomics defines the core genome of the growing N4-like phage genus and identifies N4-like roseophage specific genes",2014,"Frontiers in Microbiology","5","OCT","506","","",,34,"10.3389/fmicb.2014.00506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949117159&doi=10.3389%2ffmicb.2014.00506&partnerID=40&md5=a1d2d29bb3d2aadc5c85477dfcd5d25c","Two bacteriophages, RPP1 and RLP1, infecting members of the marine Roseobacter clade were isolated from seawater. Their linear genomes are 74.7 and 74.6kb and encode 91 and 92 coding DNA sequences, respectively. Around 30% of these are homologous to genes found in Enterobacter phage N4. Comparative genomics of these two new Roseobacter phages and 23 other sequenced N4-like phages (three infecting members of the Roseobacter lineage and 20 infecting other Gammaproteobacteria) revealed that N4-like phages share a core genome of 14 genes responsible for control of gene expression, replication and virion proteins. Phylogenetic analysis of these genes placed the five N4-like roseophages (RN4) into a distinct subclade. Analysis of the RN4 phage genomes revealed they share a further 19 genes of which nine are found exclusively in RN4 phages and four appear to have been acquired from their bacterial hosts. Proteomic analysis of the RPP1 and RLP1 virions identified a second structural module present in the RN4 phages similar to that found in the Pseudomonas N4-like phage LIT1. Searches of various metagenomic databases, including the GOS database, using CDS sequences from RPP1 suggests these phages are widely distributed in marine environments in particular in the open ocean environment. © 2014 Chan, Millard, Mann and Schäfer.","Auxiliary metabolic genes; Comparative genomics; Core genes; N4 bacteriophage; Roseobacter","amino acid sequence; Article; bacteriophage; bacteriophage RLP1; bacteriophage RPP1; gene expression; gene sequence; genomics; mass spectrometry; N4 like roseophage; phylogenetic tree; phylogeny; prediction; Pseudomonas aeruginosa; sequence alignment; transmission electron microscopy; Bacteria (microorganisms); Enterobacter; Gammaproteobacteria; Pseudomonas; Roseobacter",Article,"All Open Access, Gold, Green",Scopus
"Wietz M., Millán-Aguiñaga N., Jensen P.R.","CRISPR-Cas systems in the marine actinomycete Salinispora: Linkages with phage defense, microdiversity and biogeography",2014,"BMC Genomics","15","1","936","","",,6,"10.1186/1471-2164-15-936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935497503&doi=10.1186%2f1471-2164-15-936&partnerID=40&md5=36a66121fdbaf94789a1a66c320456a8","Background: Prokaryotic CRISPR-Cas systems confer resistance to viral infection and thus mediate bacteria-phage interactions. However, the distribution and functional diversity of CRISPRs among environmental bacteria remains largely unknown. Here, comparative genomics of 75 Salinispora strains provided insight into the diversity and distribution of CRISPR-Cas systems in a cosmopolitan marine actinomycete genus. Results: CRISPRs were found in all Salinispora strains, with the majority containing multiple loci and different Cas array subtypes. Of the six subtypes identified, three have not been previously described. A lower prophage frequency in S. arenicola was associated with a higher fraction of spacers matching Salinispora prophages compared to S. tropica, suggesting differing defensive capacities between Salinispora species. The occurrence of related prophages in strains from distant locations, as well as spacers matching those prophages inserted throughout spacer arrays, indicate recurring encounters with widely distributed phages over time. Linkages of CRISPR features with Salinispora microdiversity pointed to subclade-specific contacts with mobile genetic elements (MGEs). This included lineage-specific spacer deletions or insertions, which may reflect weak selective pressures to maintain immunity or distinct temporal interactions with MGEs, respectively. Biogeographic patterns in spacer and prophage distributions support the concept that Salinispora spp. encounter localized MGEs. Moreover, the presence of spacers matching housekeeping genes suggests that CRISPRs may have functions outside of viral defense. Conclusions: This study provides a comprehensive examination of CRISPR-Cas systems in a broadly distributed group of environmental bacteria. The ubiquity and diversity of CRISPRs in Salinispora suggests that CRISPR-mediated interactions with MGEs represent a major force in the ecology and evolution of this cosmopolitan marine actinomycete genus. © 2014 Wietz et al.","CRISPR-Cas; Evolution; Immunity; Mobile genetic elements; Prophages; Salinispora","Actinobacteria; Arenicola; biogeography; CRISPR Cas system; ecology; gene deletion; genus; housekeeping gene; immunity; major clinical study; nonhuman; prophage; species; bacterial gene; classification; genetic selection; genetic variability; genetics; interspersed repeat; Micromonosporaceae; phylogeography; physiology; prophage; virology; CRISPR-Cas Systems; Genes, Bacterial; Genetic Variation; Interspersed Repetitive Sequences; Micromonosporaceae; Phylogeography; Prophages; Selection, Genetic",Article,"All Open Access, Gold, Green",Scopus
"Nadalig T., Greule M., Bringel F., Keppler F., Vuilleumier S.","Probing the diversity of chloromethane-degrading bacteria by comparative genomics and isotopic fractionation",2014,"Frontiers in Microbiology","5","SEP","523","","",,17,"10.3389/fmicb.2014.00523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928335948&doi=10.3389%2ffmicb.2014.00523&partnerID=40&md5=49d3241e7c2011ce38eb7cb5e90ab1ad","Chloromethane (CH3Cl) is produced on earth by a variety of abiotic and biological processes. It is the most important halogenated trace gas in the atmosphere, where it contributes to ozone destruction. Current estimates of the global CH3Cl budget are uncertain and suggest that microorganisms might play a more important role in degrading atmospheric CH3Cl than previously thought. Its degradation by bacteria has been demonstrated in marine, terrestrial and phyllospheric environments. Improving our knowledge of these degradation processes and its magnitude is thus highly relevant for a better understanding of the global budget of CH3Cl. The cmu pathway, for chloromethane utilisation, is the only microbial pathway for CH3Cl degradation elucidated so far, and was characterised in detail in aerobic methylotrophic Alphaproteobacteria. Here, we reveal the potential of using a two-pronged approach involving a combination of comparative genomics and isotopic fractionation during CH3Cl degradation to newly address the question of the diversity of chloromethane-degrading bacteria in the environment. Analysis of available bacterial genome sequences reveals that several bacteria not yet known to degrade CH3Cl contain part or all of the complement of cmu genes required for CH3Cl degradation. These organisms, unlike bacteria shown to grow with CH3Cl using the cmu pathway, are obligate anaerobes. On the other hand, analysis of the complete genome of the chloromethane-degrading bacterium Leisingera methylohalidivorans showed that this bacterium does not contain cmu genes. Isotope fractionation experiments with L. methylohalidivorans suggest that the unknown pathway used by this bacterium for growth with CH3Cl can be differentiated from the cmu pathway. This result opens the prospect that contributions from bacteria with the cmu and Leisingera-type pathways to the atmospheric CH3Cl budget may be teased apart in the future.",,"carbon; DNA; hydrogen; methyl chloride; tetrahydrofolic acid; Alphaproteobacteria; Article; Bacteria; bacterial growth; chloromethane utilisation gene; Deltaproteobacteria; Desulfomonile tiedjei; Desulfotomaculum; Desulfurispora thermophila; fractionation; gas chromatography; gene; genomics; Hyphomicrobium; Leisingera methylohalidivorans; Methylobacterium extorquens; microbial degradation; microbial diversity; nonhuman; Peptococcaceae; Rhodobacteraceae; Thermincola potens; Thermoanaerobacteriales; Thermosediminibacter oceani; Alphaproteobacteria; Bacteria (microorganisms); Leisingera; Leisingera methylohalidivorans",Article,"All Open Access, Gold, Green",Scopus
"Lim Y.W., Cuevas D.A., Silva G.G.Z., Aguinaldo K., Dinsdale E.A., Haas A.F., Hatay M., Sanchez S.E., Wegley-Kelly L., Dutilh B.E., Harkins T.T., Lee C.C., Tom W., Sandin S.A., Smith J.E., Zgliczynski B., Vermeij M.J.A., Rohwer F., Edwards R.A.","Sequencing at sea: Challenges and experiences in Ion Torrent PGM sequencing during the 2013 Southern Line Islands research expedition",2014,"PeerJ","2014","1","e520","","",,14,"10.7717/peerj.520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927803536&doi=10.7717%2fpeerj.520&partnerID=40&md5=ba75dcd002409d3ebbe509edaa1adf80","Genomics and metagenomics have revolutionized our understanding of marine microbial ecology and the importance of microbes in global geochemical cycles. However, the process of DNA sequencing has always been an abstract extension of the research expedition, completed once the samples were returned to the laboratory. During the 2013 Southern Line Islands Research Expedition, we started the first effort to bring next generation sequencing to some of the most remote locations on our planet. We successfully sequenced twenty six marine microbial genomes, and two marine microbial metagenomes using the Ion Torrent PGM platform on the Merchant Yacht Hanse Explorer. Onboard sequence assembly, annotation, and analysis enabled us to investigate the role of the microbes in the coral reef ecology of these islands and atolls. This analysis identified phosphonate as an important phosphorous source for microbes growing in the Line Islands and reinforced the importance of Lserine in marine microbial ecosystems. Sequencing in the field allowed us to propose hypotheses and conduct experiments and further sampling based on the sequences generated. By eliminating the delay between sampling and sequencing, we enhanced the productivity of the research expedition. By overcoming the hurdles associated with sequencing on a boat in the middle of the Pacific Ocean we proved the flexibility of the sequencing, annotation, and analysis pipelines. © 2014 Lim et al.","Coral reef; Environmental microbiology; Expeditions; Genomics; Metagenomics; Sequencing; Vibrio","iron; phosphorus; serine; article; bacterium isolation; bioinformatics; DNA extraction; DNA sequence; Escherichia coli; gene library; gene sequence; marine biology; metagenome; metagenomics; microbial genetics; microbial genome; molecular genetics; nonhuman; Pacific islands; phenotypic variation; phylogeny; polymerase chain reaction; Pseudomonas; Roseobacter; Serratia; Vibrio",Article,"All Open Access, Gold, Green",Scopus
"Pampanin D.M., Larssen E., Øysæd K.B., Sundt R.C., Sydnes M.O.","Study of the bile proteome of Atlantic cod (Gadus morhua): Multi-biological markers of exposure to polycyclic aromatic hydrocarbons",2014,"Marine Environmental Research","101","1",,"161","168",,21,"10.1016/j.marenvres.2014.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924680052&doi=10.1016%2fj.marenvres.2014.10.002&partnerID=40&md5=4dccc911e86bf81ae22c04ab7aff03fb","PAH metabolites present in bile are well-known biological markers of exposure in fish, and their investigation is recommended by the ICES (International Council for the Exploration of the Sea) and the OSPAR convention (Convention for the Protection of the Marine Environment of the North-East Atlantic) for monitoring purposes. Development of analytical strategies for fish bile is encouraged by the need for more sensitive and informative markers (e.g. capable of tracking the PAH composition of contamination sources) and strengthened by recent results in both fish genomics and proteomics. Herein, the study of the Atlantic cod bile proteome is presented. Preliminary testing for discovering new sensitive markers in the form of expressed proteins affected by PAH exposure (i.e. PAHeprotein adducts) is reported. Protein markers were identified using LCeMS/MS analysis, as single biological indicators. Through multivariate analyses, the overall proteome was revealed to be a sensitive multi-biological marker of exposure to PAHs. © 2014 Elsevier Ltd.","Biomarkers; Biomonitoring; Fish; Petroleum hydrocarbons; Pollution monitoring; Proteomics","Biomarkers; Body fluids; Fish; Hydrocarbons; Molecular biology; Multivariant analysis; Petroleum chemistry; Polycyclic aromatic hydrocarbons; Proteins; Analytical strategy; Biological indicators; Biomonitoring; Contamination sources; Multi variate analysis; Petroleum hydrocarbons; Pollution monitoring; Proteomics; Aromatic hydrocarbons; bile acid; biological marker; polycyclic aromatic hydrocarbon; proteome; biological marker; fish protein; polycyclic aromatic hydrocarbon; proteome; sea water; biomarker; biomonitoring; PAH; pelagic fish; petroleum hydrocarbon; pollution monitoring; protein; proteomics; Article; Atlantic cod; bioinformatics; biological monitoring; chemical analysis; contaminated organism; controlled study; environmental exposure; fluorescence analysis; liquid chromatography; morphometrics; nonhuman; pollution monitoring; protein analysis; protein expression; sensitivity analysis; structural proteomics; structure analysis; tandem mass spectrometry; animal; Atlantic cod; bile; chemistry; drug effects; environmental monitoring; metabolism; multivariate analysis; procedures; Gadus morhua; Animals; Bile; Biological Markers; Environmental Monitoring; Fish Proteins; Gadus morhua; Multivariate Analysis; Polycyclic Hydrocarbons, Aromatic; Proteome; Seawater",Article,"",Scopus
"Gerdol M., De Moro G., Manfrin C., Milandri A., Riccardi E., Beran A., Venier P., Pallavicini A.","RNA sequencing and de novo assembly of the digestive gland transcriptome in Mytilus galloprovincialis fed with toxinogenic and non-toxic strains of Alexandrium minutum",2014,"BMC Research Notes","7",,"722","","",,39,"10.1186/1756-0500-7-722","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912125944&doi=10.1186%2f1756-0500-7-722&partnerID=40&md5=f883bcf9ae22f7cf04ad6db0628fca5d","Background: The Mediterranean mussel Mytilus galloprovincialis is marine bivalve with a relevant commercial importance as well as a key sentinel organism for the biomonitoring of environmental pollution. Here we report the RNA sequencing of the mussel digestive gland, performed with the aim: a) to produce a high quality de novo transcriptome assembly, thus improving the genetic and molecular knowledge of this organism b) to provide an initial assessment of the response to paralytic shellfish poisoning (PSP) on a molecular level, in order to identify possible molecular markers of toxin accumulation. Results: The comprehensive de novo assembly and annotation of the transcriptome yielded a collection of 12,079 non-redundant consensus sequences with an average length of 958 bp, with a high percentage of full-length transcripts. The whole-transcriptome gene expression study indicated that the accumulation of paralytic toxins produced by the dinoflagellate Alexandrium minutum over a time span of 5 days scarcely affected gene expression, but the results need further validation with a greater number of biological samples and naturally contaminated specimens. Conclusion: The digestive gland reference transcriptome we produced significantly improves the data collected from previous sequencing efforts and provides a basic resource for expanding functional genomics investigations in M. galloprovincialis. Although not conclusive, the results of the RNA-seq gene expression analysis support the classification of mussels as bivalves refractory to paralytic shellfish poisoning and point out that the identification molecular biomarkers of PSP in the digestive gland of this organism is problematic. © 2014 Gerdol et al.","Alexandrium minutum; De novo assembly; Mytilus galloprovincialis; Paralytic shellfish poisoning; RNA-seq; Transcriptome","Alexandrium minutum; Bivalvia; Dinophyceae; Mytilus galloprovincialis; genetic marker; marine toxin; shellfish poisoning; transcriptome; anatomy and histology; animal; digestive system; dinoflagellate; environmental monitoring; food chain; gene expression profiling; genetic marker; genetics; high throughput sequencing; host parasite interaction; metabolism; Mytilus; parasitology; pathogenicity; procedures; protozoal infection; sequence analysis; Animals; Digestive System; Dinoflagellida; Environmental Monitoring; Food Chain; Gene Expression Profiling; Genetic Markers; High-Throughput Nucleotide Sequencing; Host-Parasite Interactions; Marine Toxins; Mytilus; Protozoan Infections; Sequence Analysis, RNA; Shellfish Poisoning; Transcriptome",Article,"All Open Access, Gold, Green",Scopus
"Fischer A.H.L., Mozzherin D., Eren A.M., Lans K.D., Wilson N., Cosentino C., Smith J.","SeaBase: A multispecies transcriptomic resource and platform for gene network inference",2014,"Integrative and Comparative Biology","54","2",,"250","263",,14,"10.1093/icb/icu065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904678087&doi=10.1093%2ficb%2ficu065&partnerID=40&md5=cb5560f939be6782ee98ebf2dad7395a","Marine and aquatic animals are extraordinarily useful as models for identifying mechanisms of development and evolution, regeneration, resistance to cancer, longevity and symbiosis, among many other areas of research. This is due to the great diversity of these organisms and their wide-ranging capabilities. Genomics tools are essential for taking advantage of these free lessons of nature. However, genomics and transcriptomics are challenging in emerging model systems. Here, we present SeaBase, a tool for helping to meet these needs. Specifically, SeaBase provides a platform for sharing and searching transcriptome data. More importantly, SeaBase will support a growing number of tools for inferring gene network mechanisms. The first dataset available on SeaBase is a developmental transcriptomic profile of the sea anemone Nematostella vectensis (Anthozoa, Cnidaria). Additional datasets are currently being prepared and we are aiming to expand SeaBase to include user-supplied data for any number of marine and aquatic organisms, thereby supporting many potentially new models for gene network studies. SeaBase can be accessed online at: http://seabase.core.cli.mbl.edu. © The Author 2014.",,"transcriptome; animal; aquatic species; data base; gene regulatory network; genetics; genomics; human; sea anemone; Animals; Aquatic Organisms; Databases as Topic; Gene Regulatory Networks; Genomics; Humans; Sea Anemones; Transcriptome",Conference Paper,"All Open Access, Bronze, Green",Scopus
"Watanabe T., Kojima H., Fukui M.","Complete genomes of freshwater sulfur oxidizers Sulfuricella denitrificans skB26 and Sulfuritalea hydrogenivorans sk43H: Genetic insights into the sulfur oxidation pathway of betaproteobacteria",2014,"Systematic and Applied Microbiology","37","6",,"387","395",,51,"10.1016/j.syapm.2014.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903858681&doi=10.1016%2fj.syapm.2014.05.010&partnerID=40&md5=e0e0b6c0f4cc5eec15f5b7699606c269","Despite detailed studies of marine sulfur-oxidizing bacteria, our knowledge concerning their counterparts in freshwater lake ecosystems is limited. Genome sequencing of the freshwater sulfur-oxidizing betaproteobacteria Sulfuricella denitrificans skB26 and Sulfuritalea hydrogenivorans sk43H have been completed. Strain skB26 possessed a circular plasmid of 86.6-kbp in addition to its chromosome, and an approximate 18-kbp region of the plasmid was occupied by an arxA-like operon, encoding a new clade of anaerobic arsenite oxidase. Multilocus sequence analysis showed that strain skB26 could not be assigned to any existing order; thus a novel order, Sulfuricellales, is proposed. The genomes of strains skB26 and sk43H were examined, focusing on the composition and the phylogeny of genes involved in the oxidation of inorganic sulfur compounds. Strains skB26 and sk43H shared a common pathway, which consisted of Sqr, SoxEF, SoxXYZAB, Dsr proteins, AprBA, Sat, and SoeABC. Comparative genomics of betaproteobacterial sulfur oxidizers showed that this pathway was also shared by the freshwater sulfur oxidizers Thiobacillus denitrificans and Sideroxydans lithotrophicus. It also revealed the presence of a conserved gene cluster, which was located immediately upstream of the betaproteobacterial dsr operon. © 2014 Elsevier GmbH.","Adenosine-5'-phosphosulfate; ArxA; Betaproteobacteria; Comparative genomics; Dissimilatory sulfite reductase; Freshwater lake; Heterodisulfide reductase; Sulfur-oxidizing bacteria; Sulfuricella denitrificans; Sulfuritalea hydrogenivorans","fresh water; genomic DNA; sulfur derivative; thiosulfate; article; bacterial genome; bacterial strain; Betaproteobacteria; chromosome; chromosome size; clustered regularly interspaced short palindromic repeat; controlled study; DNA base composition; fatty acid analysis; gene cluster; genome analysis; genomics; multilocus sequence typing; nonhuman; nucleotide sequence; oxidation; phylogenetic tree; phylogeny; priority journal; pulsed field gel electrophoresis; pyrosequencing; Sideroxydans lithotrophicus; sulfur oxidation; sulfur oxidizer; Sulfuricella denitrificans; Sulfuritalea hydrogenivorans; Thiobacillus denitrificans; Betaproteobacteria; Thiobacillus denitrificans",Article,"",Scopus
"Puritz J.B., Hollenbeck C.M., Gold J.R.","dDocent: A RADseq, variant-calling pipeline designed for population genomics of non-model organisms",2014,"PeerJ","2014","1","e431","","",,199,"10.7717/peerj.431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903825628&doi=10.7717%2fpeerj.431&partnerID=40&md5=255f9902fee802feed883c525450605c","Restriction-site associated DNA sequencing (RADseq) has become a powerful and useful approach for population genomics. Currently, no software exists that utilizes both paired-end reads from RADseq data to efficiently produce populationinformative variant calls, especially for non-model organisms with large effective population sizes and high levels of genetic polymorphism. dDocent is an analysis pipeline with a user-friendly, command-line interface designed to process individually barcoded RADseq data (with double cut sites) into informative SNPs/Indels for population-level analyses. The pipeline, written in BASH, uses data reduction techniques and other stand-alone software packages to perform quality trimming and adapter removal, de novo assembly of RAD loci, read mapping, SNP and Indel calling, and baseline data filtering. Double-digest RAD data from population pairings of three different marine fishes were used to compare dDocent with Stacks, the first generally available, widely used pipeline for analysis of RADseq data. dDocent consistently identified more SNPs shared across greater numbers of individuals and with higher levels of coverage. This is due to the fact that dDocent quality trims instead of filtering, incorporates both forward and reverse reads (including reads with INDEL polymorphisms) in assembly, mapping, and SNP calling. The pipeline and a comprehensive user guide can be found at http://dDocent.wordpress.com. © 2014 Puritz et al.","Bioinformatics; Molecular ecology; Next-generation sequencing; Population genomics; RADseq","algorithm; article; bioinformatics; computer program; DNA sequence; genetic polymorphism; genomics; genotyping technique; human; population genomics; restriction site; single nucleotide polymorphism",Article,"All Open Access, Gold, Green",Scopus
"Rocha-Martin J., Harrington C., Dobson A.D.W., O'Gara F.","Emerging strategies and integrated systems microbiology technologies for biodiscovery of marine bioactive compounds",2014,"Marine Drugs","12","6",,"3516","3559",,41,"10.3390/md12063516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903553792&doi=10.3390%2fmd12063516&partnerID=40&md5=a471cd9bcbe5ab4b3570494d82ac77f5","Marine microorganisms continue to be a source of structurally and biologically novel compounds with potential use in the biotechnology industry. The unique physiochemical properties of the marine environment (such as pH, pressure, temperature, osmolarity) and uncommon functional groups (such as isonitrile, dichloroimine, isocyanate, and halogenated functional groups) are frequently found in marine metabolites. These facts have resulted in the production of bioactive substances with different properties than those found in terrestrial habitats. In fact, the marine environment contains a relatively untapped reservoir of bioactivity. Recent advances in genomics, metagenomics, proteomics, combinatorial biosynthesis, synthetic biology, screening methods, expression systems, bioinformatics, and the ever increasing availability of sequenced genomes provides us with more opportunities than ever in the discovery of novel bioactive compounds and biocatalysts. The combination of these advanced techniques with traditional techniques, together with the use of dereplication strategies to eliminate known compounds, provides a powerful tool in the discovery of novel marine bioactive compounds. This review outlines and discusses the emerging strategies for the biodiscovery of these bioactive compounds. © 2014 by the authors; licensee MDPI.","Biocatalyst discovery; Dereplication; Marine bioactive compounds; Metagenomics; Metaproteomic; Omic approaches; Synthetic biology","bryostatin 1; cytarabine; dehydrodidemnin B; eribulin; lantibiotic; natural product; salinosporamide A; trabectedin; vidarabine; biological product; bacterium culture; biological activity; biotechnology; combinatorial chemistry; drug design; drug mechanism; drug screening; drug structure; drug synthesis; genome analysis; genomics; human; marine environment; marine species; metagenomics; microbial community; microbiology; nonhuman; ovary tumor; proteomics; review; sarcoma; sequence analysis; sponge (Porifera); strategic planning; synthetic biology; systems biology; animal; biocatalysis; drug development; isolation and purification; marine biology; procedures; Animals; Biocatalysis; Biological Products; Biotechnology; Drug Discovery; Humans; Marine Biology",Review,"All Open Access, Gold, Green",Scopus
