"Title","DOI","Authors","Abstract","Year","Keywords","Type","database","Discard","reason","tag"
"Highly localized divergence within supergenes in Atlantic cod (Gadus morhua) within the Gulf of Maine","10.1186/s12864-017-3660-3","Barney B.T., Munkholm C., Walt D.R., Palumbi S.R.","Background: Atlantic cod (Gadus morhua), is known to vary genetically across the North Atlantic, Greenland, and Newfoundland. This genetic variation occurs both spatially and temporally through decades of heavy fishing, and is concentrated in three linkage disequilibrium blocks, previously defined by pedigreed linkage mapping analysis. Variation within these genomic regions is correlated with both seawater temperature and behavioral ecotype. The full extent and nature of these linkage groups is important information for interpreting cod genetic structure as a tool for future fisheries management. Results: We conducted whole genome sequencing for 31 individual cod from three sub-populations in the Gulf of Maine. Across the genome, we found 3,390,654 intermediate to high frequency Single Nucleotide Polymorphisms (SNPs). We show that pairwise linkage analysis among these SNPs is a powerful tool to detect linkage disequilibrium clusters by recovering the three previously detected linkage groups and identifying the 1031 genes contained therein. Across these genes, we found significant population differentiation among spawning groups in the Gulf of Maine and between Georges Bank and Gulf of Maine. Coordinated divergence among these genes and their differentiation at both short and long spatial scales suggests that they are acting as linked supergenes in local adaptation of cod populations. Conclusions: Differentiation between SNPs in linkage disequilibrium blocks is the major signal of genetic differentiation between all groups tested within the Gulf of Maine. Our data provide a map of genes contained in these blocks, allowing an enhanced search for neutral genetic structure for demographic inference and fisheries modeling. Patterns of selection and the history of populations may be possible to identify in cod using this description of linkage disequilibrium blocks and future data sets to robustly separate neutral and selected genetic markers. © 2017 The Author(s).",2017,"atlantic cod; gadus morhua; genomic divergence; gulf of maine; linkage disequilibrium; linkage map; supergene","Article","SCOPUS","no","NA","NA"
"Swept away: Ocean currents and seascape features influence genetic structure across the 18,000 Km Indo-Pacific distribution of a marine invertebrate, the black-lip pearl oyster Pinctada margaritifera","10.1186/s12864-016-3410-y","Lal M.M., Southgate P.C., Jerry D.R., Bosserelle C., Zenger K.R.","Background: Genetic structure in many widely-distributed broadcast spawning marine invertebrates remains poorly understood, posing substantial challenges for their fishery management, conservation and aquaculture. Under the Core-Periphery Hypothesis (CPH), genetic diversity is expected to be highest at the centre of a species' distribution, progressively decreasing with increased differentiation towards outer range limits, as populations become increasingly isolated, fragmented and locally adapted. The unique life history characteristics of many marine invertebrates such as high dispersal rates, stochastic survival and variable recruitment are also likely to influence how populations are organised. To examine the microevolutionary forces influencing population structure, connectivity and adaptive variation in a highly-dispersive bivalve, populations of the black-lip pearl oyster Pinctada margaritifera were examined across its ~18,000 km Indo-Pacific distribution. Results: Analyses utilising 9,624 genome-wide SNPs and 580 oysters, discovered differing patterns of significant and substantial broad-scale genetic structure between the Indian and Pacific Ocean basins. Indian Ocean populations were markedly divergent (F st = 0.2534-0.4177, p &lt; 0.001), compared to Pacific Ocean oysters, where basin-wide gene flow was much higher (F st = 0.0007-0.1090, p &lt; 0.001). Partitioning of genetic diversity (hierarchical AMOVA) attributed 18.1% of variance between ocean basins, whereas greater proportions were resolved within samples and populations (45.8% and 35.7% respectively). Visualisation of population structure at selectively neutral loci resolved three and five discrete genetic clusters for the Indian and Pacific Oceans respectively. Evaluation of genetic structure at adaptive loci for Pacific populations (89 SNPs under directional selection; F st = 0.1012-0.4371, FDR = 0.05), revealed five clusters identical to those detected at neutral SNPs, suggesting environmental heterogeneity within the Pacific. Patterns of structure and connectivity were supported by Mantel tests of isolation by distance (IBD) and independent hydrodynamic particle dispersal simulations. Conclusions: It is evident that genetic structure and connectivity across the natural range of P. margaritifera is highly complex, and produced by the interaction of ocean currents, IBD and seascape features at a broad scale, together with habitat geomorphology and local adaptation at regional levels. Overall population organisation is far more elaborate than generalised CPH predictions, however valuable insights for regional fishery management, and a greater understanding of range-wide genetic structure in a highly-dispersive marine invertebrate have been gained. © 2017 The Author(s).",2017,"aquaculture; core-periphery hypothesis; hydrodynamic dispersal; population genomics; snp; species distribution","Article","SCOPUS","no","NA","NA"
"Reproductive strategies and population genetic structure of Fucus spp. across a northeast Atlantic biogeographic transition","10.1051/alr/2017012","Almeida S.C., Nicastro K.R., Zardi G.I., Pearson G.A., Valero M., Serrão E.A.","Geographical discontinuities in the composition of species assemblages are often mirrored by genetic clines and local adaptation in species that extend across such biogeographic disjunction. Species distributed across such biogeographic discontinuities are thus more prone to develop genetic clines and adaptations to environmental variation. The northwest coast of France encompasses a biogeographic boundary between cold- and warmerate marine ecosystems. Distinct hydrographic features characterize northern and southern shores, promoting physical oceanographic breaks that can affect dispersal and connectivity between populations. Furthermore, mosaics of contrasting conditions may affect local patterns of species assemblages and potential adaptive pressures. Along this stretch of coast, the intertidal habitat is largely dominated by brown algae of the genus Fucus, key structuring species common along North Atlantic shorelines. Fucus spiralis, F. guiryi and F. vesiculosus are sister species with different mating systems. They have extensive sympatric geographical distributions and distinct but overlapping vertical distributions in the intertidal zone. We examined genetic structure and diversity across this major environmental transition zone using neutral microsatellite markers to investigate patterns of differentiation between populations of each species inhabiting the two different biogeographic regions. We found contrasting results between the dioecious species (F. vesiculosus) and the two selfing hermaphroditic lineages (F. spiralis and F. guiryi). Genetic differentiation of northern and southern populations of F. vesiculosus followed the expectation from a hypothetical oceanographic discontinuity across this biogeographical transition zone, but this was not the case for the two hermaphroditic species. The former had higher genetic diversity and structure along the distribution range investigated whereas selfing hermaphrodites had less variability and were not geographically structured. Our results suggest that genetic patterns are correlated with this biogeographical transition zone but this effect is dependent on mating system, a determining factor affecting population structure. Additionally, other factors such as intertidal elevation may also play a role in observed difference in genetic structuring. © EDP Sciences 2017.",2017,"biogeographic transition zones; fucus; genetic diversity; mating system; microsatellites","Article","SCOPUS","no","NA","NA"
"Population genomic evidence for adaptive differentiation in the Baltic Sea herring","10.1111/mec.13657","Guo B., Li Z., Merilä J.","Detecting and estimating the degree of genetic differentiation among populations of highly mobile marine fish having pelagic larval stages is challenging because their effective population sizes can be large, and thus, little genetic drift and differentiation is expected in neutral genomic sites. However, genomic sites subject to directional selection stemming from variation in local environmental conditions can still show substantial genetic differentiation, yet these signatures can be hard to detect with low-throughput approaches. Using a pooled RAD-seq approach, we investigated genomewide patterns of genetic variability and differentiation within and among 20 populations of Atlantic herring in the Baltic Sea (and adjacent Atlantic sites), where previous low-throughput studies and/or studies based on few populations have found limited evidence for genetic differentiation. Stringent quality control was applied in the filtering of 1 791 254 SNPs, resulting in a final data set of 68 182 polymorphic loci. Clear differentiation was identified between Atlantic and Baltic populations in many genomic sites, while differentiation within the Baltic Sea area was weaker and geographically less structured. However, outlier analyses - whether including all populations or only those within the Baltic Sea - uncovered hundreds of directionally selected loci in which variability was associated with either salinity, temperature or both. Hence, our results support the view that although the degree of genetic differentiation among Baltic Sea herring populations is low, there are many genomic regions showing elevated divergence, apparently as a response to temperature- and salinity-related natural selection. As such, the results add to the increasing evidence of local adaptation in highly mobile marine organisms, and those in the young Baltic Sea in particular. © 2016 John Wiley & Sons Ltd.",2016,"clupea harengus; local adaptation; rad-seq; salinity; snp; temperature","Article","SCOPUS","no","NA","NA"
"Development and preliminary evaluation of a genomewide single nucleotide polymorphisms resource generated by RAD-seq for the small yellow croaker (Larimichthys polyactis)","10.1111/1755-0998.12476","Zhang B.-D., Xue D.-X., Wang J., Li Y.-L., Liu B.-J., Liu J.-X.","Recent advances in high-throughput sequencing technologies have offered the possibility to generate genomewide sequence data to delineate previously unidentified genetic structure, obtain more accurate estimates of demographic parameters and to evaluate potential adaptive divergence. Here, we identified 27 556 single nucleotide polymorphisms for the small yellow croaker (Larimichthys polyactis) using restriction-site-associated DNA (RAD) sequencing of 24 individuals from two populations. Significant sources of genetic variation were identified, with an average nucleotide diversity (p) of 0.00105 ± 0.000425 across individuals, and long-term effective population size was thus estimated to range between 26 172 and 261 716. According to the results, no differentiation between the two populations was detected based on the SNP data set of top quality score per contig or neutral loci. However, the two analysed populations were highly differentiated based on SNP data set of both top FST value per contig and the outlier SNPs. Moreover, local adaptation was highlighted by an FST-based outlier tests implemented in LOSITAN and a total of 538 potentially locally selected SNPs were identified. blast2go annotation of contigs containing the outlier SNPs yielded hits for 37 (66%) of 56 significant blastx matches. Candidate genes for local adaptation constituted a wide array of biological functions, including cellular response to oxidative stress, actin filament binding, ion transmembrane transport and synapse assembly. The generated SNP resources in this study provided a valuable tool for future population genetics and genomics studies of L. polyactis. © 2016 John Wiley & Sons Ltd.",2016,"larimichthys polyactis; effective population size; population genomics; rad-seq; single nucleotide polymorphism marker","Article","SCOPUS","no","NA","NA"
"Population genomic evidence for adaptive differentiation in Baltic Sea three-spined sticklebacks","10.1186/s12915-015-0130-8","Guo B., DeFaveri J., Sotelo G., Nair A., Merilä J.","Background: The degree of genetic differentiation among populations experiencing high levels of gene flow is expected to be low for neutral genomic sites, but substantial divergence can occur in sites subject to directional selection. Studies of highly mobile marine fish populations provide an opportunity to investigate this kind of heterogeneous genomic differentiation, but most studies to this effect have focused on a relatively low number of genetic markers and/or few populations. Hence, the patterns and extent of genomic divergence in high-gene-flow marine fish populations remain poorly understood. Results: We here investigated genome-wide patterns of genetic variability and differentiation in ten marine populations of three-spined stickleback (Gasterosteus aculeatus) distributed across a steep salinity and temperature gradient in the Baltic Sea, by utilizing >30,000 single nucleotide polymorphisms obtained with a pooled RAD-seq approach. We found that genetic diversity and differentiation varied widely across the genome, and identified numerous fairly narrow genomic regions exhibiting signatures of both divergent and balancing selection. Evidence was uncovered for substantial genetic differentiation associated with both salinity and temperature gradients, and many candidate genes associated with local adaptation in the Baltic Sea were identified. Conclusions: The patterns of genetic diversity and differentiation, as well as candidate genes associated with adaptation, in Baltic Sea sticklebacks were similar to those observed in earlier comparisons between marine and freshwater populations, suggesting that similar processes may be driving adaptation to brackish and freshwater environments. Taken together, our results provide strong evidence for heterogenic genomic divergence driven by local adaptation in the face of gene flow along an environmental gradient in the post-glacially formed Baltic Sea. © 2015 Guo et al.; licensee BioMed Central.",2015,"baltic sea; gasterosteus aculeatus; local adaptation; rad-sequencing; snp, population differentiation","Article","SCOPUS","no","NA","NA"
"Environmental adaptation in Chinook salmon (Oncorhynchus tshawytscha) throughout their North American range","10.1111/mec.13409","Hecht B.C., Matala A.P., Hess J.E., Narum S.R.","Landscape genomics is a rapidly growing field with recent advances in both genotyping efficiency and statistical analyses that provide insight towards local adaptation of populations under varying environmental and selective pressure. Chinook salmon (Oncorhynchus tshawytscha) are a broadly distributed Pacific salmon species, occupying a diversity of habitats throughout the northeastern Pacific with pronounced variation in environmental and climate features but little is understood regarding local adaptation in this species. We used a multivariate method, redundancy analysis (RDA), to identify polygenic correlations between 19 703 SNP loci and a suite of environmental variables in 46 collections of Chinook salmon (1956 total individuals) distributed throughout much of its North American range. Models in RDA were conducted on both rangewide and regional scales by hierarchical partitioning of the populations into three distinct genetic lineages. Our results indicate that between 5.8 and 21.8% of genomic variation can be accounted for by environmental features, and 566 putatively adaptive loci were identified as targets of environmental adaptation. The most influential drivers of adaptive divergence included precipitation in the driest quarter of the year (Rangewide and North Coastal Lineage, anova P = 0.002 and 0.01, respectively), precipitation in the wettest quarter of the year (Interior Columbia River Stream-Type Lineage, anova P = 0.03), variation in mean diurnal range in temperature (South Coastal Lineage, anova P = 0.005), and migration distance (Rangewide, anova P = 0.001). Our results indicate that environmental features are strong drivers of adaptive genomic divergence in this species, and provide a foundation to investigate how Chinook salmon might respond to global environmental change. © 2015 John Wiley & Sons Ltd.",2015,"conservation; landscape genomics; multivariate; radseq; redundancy analysis; salmonid","Article","SCOPUS","no","NA","NA"
"Genetic heterogeneity and local adaptation of Asian seabass across Indonesian Archipelago revealed with gene-associated SNP markers","10.1016/j.fishres.2015.06.012","Wang L., Wan Z.Y., Lim H.S., Yue G.H.","Asian seabass is an important marine foodfish species in Asia-Pacific region. Previous studies using microsatellites and mitochondrial DNA sequences showed that the populations in Australia are significantly different from those in Southeast Asia. However, within Australian and Southeast Asian populations, there are some conflicts regarding to population differentiations. It is essential for us to use more DNA markers to examine the population structure of Asian seabass. We collected Asian seabass samples from seven wild populations distributed across Indonesian Archipelago from Southeast Asia to Australia and Papua New Guinea. We measured the genetic diversity within each population and analyzed the genetic relationships among the wild populations using 96 SNPs. We detected significant population differentiations among the seven wild populations of Asian seabass. The genetic diversity in Southeast Asian populations was significantly higher than that in Australian and Papua New Guinean populations. There were significant genetic differentiations among the Australian and Papua New Guinean populations while the differentiation in Southeast Asian populations was minor. In addition, we identified footprints of directional selection at three loci using outlier tests. Our data supply useful information about the management of wild stocks of Asian seabass and the use of wild Asian seabass to start a breeding program. © 2015 Elsevier B.V.",2015,"asian seabass; genetic diversity; local adaptation; population structure; snps","Article","SCOPUS","no","NA","NA"
"Adaptation to low salinity promotes genomic divergence in Atlantic Cod (Gadus morhua L.)","10.1093/gbe/evv093","Berg P.R., Jentoft S., Star B., Ring K.H., Knutsen H., Lien S., Jakobsen K.S., André C.","Howgenomic selection enables species to adapt to divergent environments is a fundamental question in ecology and evolution. We investigated the genomic signatures of local adaptation in Atlantic cod (Gadus morhua L.) along a natural salinity gradient, ranging from 35% in the North Sea to 7% within the Baltic Sea. By utilizing a 12K SNP chip, we simultaneously assessed neutral and adaptive genetic divergence across the Atlantic cod genome. Combining outlier analyses with a landscape genomic approach, we identified a set of directionally selected loci that are strongly correlated with habitat differences in salinity, oxygen, and temperature. Our results show that discrete regions within the Atlantic cod genome are subject to directional selection and associated with adaptation to the local environmental conditions in the Baltic- and the North Sea, indicating divergence hitchhiking and the presence of genomic islands of divergence. We report a suite of outlier single nucleotide polymorphisms within or closely located to genes associated with osmoregulation, as well as genes known to play important roles in the hydration and development of oocytes. These genes are likely to have key functions within a general osmoregulatory framework and are important for the survival of eggs and larvae, contributing to the buildup of reproductive isolation between the low-salinity adapted Baltic cod and the adjacent cod populations. Hence, our data suggest that adaptive responses to the environmental conditions in the Baltic Sea may contribute to a strong and effective reproductive barrier, and that Baltic cod can be viewed as an example of ongoing speciation. © The Author(s) 2015.",2015,"atlantic cod; baltic sea; ecological divergence; genomic adaptation; population genomics; snps; speciation","Article","SCOPUS","no","NA","NA"
"Establishing the evolutionary compatibility of potential sources of colonizers for overfished stocks: A population genomics approach","10.1111/mec.13046","Gonçalves Da Silva A., Appleyard S.A., Upston J.","Identifying fish stock structure is fundamental to pinpoint stocks that might contribute colonizers to overfished stocks. However, a stock's potential to contribute to rebuilding hinges on demographic connectivity, a challenging parameter to measure. With genomics as a new tool, fisheries managers can detect signatures of natural selection and thus identify fishing areas likely to contribute evolutionarily compatible colonizers to an overfished area (i.e. colonizers that are not at a fitness disadvantage in the overfished area and able to reproduce at optimal rates). Identifying evolutionarily compatible stocks would help narrow the focus on establishing demographic connectivity where it matters. Here, we genotype 4723 SNPs in 616 orange roughy (Hoplostethus atlanticus) across five fishing areas off the Tasmanian coast in Australia. We ask whether these areas form a single genetic unit, and test for signatures of local adaptation. Results from amova, structure, discriminant analysis of principal components, bayesass and isolation by distance suggest that sampled locations are subjected to geneflow amounts that are above what is needed to establish 'drift connectivity'. However, it remains unclear whether there is a single panmictic population or several highly connected populations. Most importantly, we did not find any evidence of local adaptation, suggesting that the examined orange roughy stocks are evolutionarily compatible. The data have helped test an assumption of the orange roughy management programme and to formulate hypotheses regarding stock demographic connectivity. Overall, our results demonstrate the potential of genomics to inform fisheries management, even when evidence for stock structure is sparse. © 2014 John Wiley & Sons Ltd.",2015,"conservation; deep-sea; fisheries management; orange roughy; population genomics","Article","SCOPUS","no","NA","NA"
"Conservation genomics of anadromous Atlantic salmon across its North American range: Outlier loci identify the same patterns of population structure as neutral loci","10.1111/mec.12972","Moore J.-S., Bourret V., Dionne M., Bradbury I., O'Reilly P., Kent M., Chaput G., Bernatchez L.","Anadromous Atlantic salmon (Salmo salar) is a species of major conservation and management concern in North America, where population abundance has been declining over the past 30 years. Effective conservation actions require the delineation of conservation units to appropriately reflect the spatial scale of intraspecific variation and local adaptation. Towards this goal, we used the most comprehensive genetic and genomic database for Atlantic salmon to date, covering the entire North American range of the species. The database included microsatellite data from 9142 individuals from 149 sampling locations and data from a medium-density SNP array providing genotypes for >3000 SNPs for 50 sampling locations. We used neutral and putatively selected loci to integrate adaptive information in the definition of conservation units. Bayesian clustering with the microsatellite data set and with neutral SNPs identified regional groupings largely consistent with previously published regional assessments. The use of outlier SNPs did not result in major differences in the regional groupings, suggesting that neutral markers can reflect the geographic scale of local adaptation despite not being under selection. We also performed assignment tests to compare power obtained from microsatellites, neutral SNPs and outlier SNPs. Using SNP data substantially improved power compared to microsatellites, and an assignment success of 97% to the population of origin and of 100% to the region of origin was achieved when all SNP loci were used. Using outlier SNPs only resulted in minor improvements to assignment success to the population of origin but improved regional assignment. We discuss the implications of these new genetic resources for the conservation and management of Atlantic salmon in North America. © 2014 John Wiley & Sons Ltd.",2014,"assignment tests; fishery; hierarchical population structure; local adaptation; microsatellites; single nucleotide polymorphisms; snp array","Article","SCOPUS","no","NA","NA"
"Genetic differentiation of brackish water populations of cod Gadus morhua in the southern Baltic, inferred from genotyping using SNP-arrays","10.1016/j.margen.2014.05.010","Pocwierz-Kotus A., Kijewska A., Petereit C., Bernas R., Wi<U+0229>caszek B., Arnyasi M., Lien S., Kent M.P., Wenne R.","The Baltic is a semi-enclosed sea characterised by decreasing salinity in the eastern and northern direction with only the deeper parts of the southern Baltic suitable as spawning grounds for marine species like cod. Baltic cod exhibits various adaptations to brackish water conditions, yet the inflow of salty North Sea water near the bottom remains an influence on the spawning success of the Baltic cod. The eastern Baltic population has been very weakly studied in comparison with the western population.The aim of this study is to demonstrate for the first time genetic differentiation by the use of a large number of SNPs between eastern and western Baltic populations existing in differentiated salinity conditions. Two cod samples were collected from the Bay of Gdansk, Poland and one from the Kiel Bight, Germany. Samples were genotyped using a cod derived SNP-array (Illumina) with 10 913 SNPs. A selection of diagnostic SNPs was performed. A set of 7944 validated SNPs were analysed to assess the differentiation of three samples of cod. Results indicated a clear distinctness of the Kiel Bight from the populations of the eastern Baltic. FST comparison between both eastern samples was non-significant. Clustering analysis, principal coordinates analysis and assignment test clearly indicated that the eastern samples should be considered as one subpopulation, well differentiated from the western subpopulation. With the SNP approach, no differentiation between groups containing 'healthy' and 'non-healthy' cod individuals was observed. © 2014 The Authors.",2014,"baltic sea; cod; population genomics; salinity; snp markers","Article","SCOPUS","no","NA","NA"
"Genome-wide single-generation signatures of local selection in the panmictic European eel","10.1111/mec.12753","Pujolar J.M., Jacobsen M.W., Als T.D., Frydenberg J., Munch K., Jõnsson B., Jian J.B., Cheng L., Maes G.E., Bernatchez L., Hansen M.M.","Next-generation sequencing and the collection of genome-wide data allow identifying adaptive variation and footprints of directional selection. Using a large SNP data set from 259 RAD-sequenced European eel individuals (glass eels) from eight locations between 34 and 64oN, we examined the patterns of genome-wide genetic diversity across locations. We tested for local selection by searching for increased population differentiation using FST-based outlier tests and by testing for significant associations between allele frequencies and environmental variables. The overall low genetic differentiation found (FST = 0.0007) indicates that most of the genome is homogenized by gene flow, providing further evidence for genomic panmixia in the European eel. The lack of genetic substructuring was consistent at both nuclear and mitochondrial SNPs. Using an extensive number of diagnostic SNPs, results showed a low occurrence of hybrids between European and American eel, mainly limited to Iceland (5.9%), although individuals with signatures of introgression several generations back in time were found in mainland Europe. Despite panmixia, a small set of SNPs showed high genetic differentiation consistent with single-generation signatures of spatially varying selection acting on glass eels. After screening 50 354 SNPs, a total of 754 potentially locally selected SNPs were identified. Candidate genes for local selection constituted a wide array of functions, including calcium signalling, neuroactive ligand-receptor interaction and circadian rhythm. Remarkably, one of the candidate genes identified is PERIOD, possibly related to differences in local photoperiod associated with the &gt;30 difference in latitude between locations. Genes under selection were spread across the genome, and there were no large regions of increased differentiation as expected when selection occurs within just a single generation due to panmixia. This supports the conclusion that most of the genome is homogenized by gene flow that removes any effects of diversifying selection from each new generation. © 2014 John Wiley &amp; Sons Ltd.",2014,"anguilla; local adaptation; panmixia; spatially varying selection","Article","SCOPUS","no","NA","NA"
"Lack of genetic divergence in capelin (Mallotus villosus) spawning at beach versus subtidal habitats in coastal embayments of Newfoundland","10.1139/cjz-2013-0261","Penton P.M., McFarlane C.T., Spice E.K., Docker M.F., Davoren G.K.","Capelin (Mallotus villosus (Müller, 1776)), a focal forage fish in the north Atlantic, spawn on both beach and demersal (deep-water) sites throughout their circumpolar distribution. Although these habitats rarely occur in close proximity, demersal spawning sites within 4 km of beach spawning sites (subtidal) have recently been discovered in two coastal embayments in Newfoundland, Canada. The physical environment differs considerably between beach and subtidal spawning sites, creating the potential for local adaptation and genetic divergence of capelin from the two habitats, but this has never been investigated on a fine spatial scale.Weuse eight microsatellite loci to test for genetic divergence between capelin spawning at beach and subtidal sites within these two coastal regions in Newfoundland.Wefound no genetic differentiation between fish spawning at beach and subtidal sites or between the two regions. The results from this fine-scale study are in agreement with the lack of habitat-based structure reported in other studies examining beach and demersal sites separated by a larger geographic area. We suggest that instead of showing site fidelity and local adaptation, the facultative use of alternate spawning habitats may be a more successful strategy in an unpredictable environment.",2014,"capelin; habitat; mallotus villosus; microsatellites; population structure; reproduction","Article","SCOPUS","no","NA","NA"
"Outlier SNP markers reveal fine-scale genetic structuring across European hake populations (Merluccius merluccius)","10.1111/mec.12568","Milano I., Babbucci M., Cariani A., Atanassova M., Bekkevold D., Carvalho G.R., Espiñeira M., Fiorentino F., Garofalo G., Geffen A.J., Hansen J.H., Helyar S.J., Nielsen E.E., Ogden R., Patarnello T., Stagioni M., Tinti F., Bargelloni L.","Shallow population structure is generally reported for most marine fish and explained as a consequence of high dispersal, connectivity and large population size. Targeted gene analyses and more recently genome-wide studies have challenged such view, suggesting that adaptive divergence might occur even when neutral markers provide genetic homogeneity across populations. Here, 381 SNPs located in transcribed regions were used to assess large- and fine-scale population structure in the European hake (Merluccius merluccius), a widely distributed demersal species of high priority for the European fishery. Analysis of 850 individuals from 19 locations across the entire distribution range showed evidence for several outlier loci, with significantly higher resolving power. While 299 putatively neutral SNPs confirmed the genetic break between basins (FCT = 0.016) and weak differentiation within basins, outlier loci revealed a dramatic divergence between Atlantic and Mediterranean populations (FCT range 0.275-0.705) and fine-scale significant population structure. Outlier loci separated North Sea and Northern Portugal populations from all other Atlantic samples and revealed a strong differentiation among Western, Central and Eastern Mediterranean geographical samples. Significant correlation of allele frequencies at outlier loci with seawater surface temperature and salinity supported the hypothesis that populations might be adapted to local conditions. Such evidence highlights the importance of integrating information from neutral and adaptive evolutionary patterns towards a better assessment of genetic diversity. Accordingly, the generated outlier SNP data could be used for tackling illegal practices in hake fishing and commercialization as well as to develop explicit spatial models for defining management units and stock boundaries. © 2013 John Wiley &amp; Sons Ltd.",2014,"environmental correlation; genome scan; local adaptation; outlier snps; salinity; temperature","Article","SCOPUS","no","NA","NA"
"Functional and population genomic divergence within and between two species of killifish adapted to different osmotic niches","10.1111/evo.12265","Kozak G.M., Brennan R.S., Berdan E.L., Fuller R.C., Whitehead A.","Adaptation to salinity affects species distributions, promotes speciation, and guides many evolutionary patterns in fishes. To uncover the basis of a complex trait like osmoregulation, genome-level analyses are sensible. We combine population genomic scans with genome expression profiling to discover candidate genes and pathways associated with divergence between osmotic environments. We compared transcriptome sequence divergence between multiple freshwater and saltwater populations of the rainwater killifish, Lucania parva. We also compared sequence divergence between L. parva and its sister species, Lucania goodei, a freshwater specialist. We found highly differentiated single nucleotide polymorphisms (SNPs) between freshwater and saltwater L. parva populations in cell junction and ion transport genes, including V-type H+ ATPase. Between species, we found divergence in reproduction and osmotic stress genes. Genes that were differentially expressed between species during osmotic acclimation included genes involved in ion transport and cell volume regulation. Gene sets that were divergent in coding sequence and divergent in expression did not overlap, although they did converge in function. Like many studies using genomic scans, our approach may miss some loci that contribute to adaptation but have complicated patterns of allelic variation. Our study suggests that gene expression and coding sequence may evolve independently as populations adapt to a complex physiological challenge. © 2013 The Society for the Study of Evolution.",2014,"fst; genome scan; ion regulation; osmoregulation; population divergence","Article","SCOPUS","no","NA","NA"
"High degree of cryptic population differentiation in the Baltic Sea herring Clupea harengus","10.1111/mec.12174","Corander J., Majander K.K., Cheng L., Merilä J.","Marine fish species are characterized by a low degree of population differentiation at putatively neutral marker genes. This has been traditionally attributed to ecological homogeneity and a lack of obvious dispersal barriers in marine habitats, as well as to the large (effective) population sizes of most marine fish species. The herring (Clupea harengus) is a case in point - the levels of population differentiation at neutral markers, even across vast geographic areas, are typically very low (FST ˜ 0.005). We used a RAD-sequencing approach to identify 5985 novel single-nucleotide polymorphism markers (SNPs) in herring and estimated genome-wide levels of divergence using pooled DNA samples between two Baltic Sea populations separated by 387 km. We found a total of 4756 divergent SNPs (79% of all SNPs) between the populations, of which 117 showed evidence of substantial divergence, corresponding to F ST = 0.128 (0.125, 0.131) after accounting for possible biases due to minor alleles and uneven DNA amplification over the pooled samples. This estimate - based on screening many genomic polymorphisms - suggests the existence of hitherto unrecognized levels of genetic differentiation in this commercially important species, challenging the view of genetic homogeneity in marine fish species, and in that of the Baltic Sea herring in particular. © 2013 John Wiley &amp; Sons Ltd.",2013,"fst; fish; population genomics; rad-seq; single-nucleotide polymorphism marker","Article","SCOPUS","no","NA","NA"
"Population genomics of Pacific lamprey: Adaptive variation in a highly dispersive species","10.1111/mec.12150","Hess J.E., Campbell N.R., Close D.A., Docker M.F., Narum S.R.","Unlike most anadromous fishes that have evolved strict homing behaviour, Pacific lamprey (Entosphenus tridentatus) seem to lack philopatry as evidenced by minimal population structure across the species range. Yet unexplained findings of within-region population genetic heterogeneity coupled with the morphological and behavioural diversity described for the species suggest that adaptive genetic variation underlying fitness traits may be responsible. We employed restriction site-associated DNA sequencing to genotype 4439 quality filtered single nucleotide polymorphism (SNP) loci for 518 individuals collected across a broad geographical area including British Columbia, Washington, Oregon and California. A subset of putatively neutral markers (N = 4068) identified a significant amount of variation among three broad populations: northern British Columbia, Columbia River/southern coast and 'dwarf' adults (FCT = 0.02, P « 0.001). Additionally, 162 SNPs were identified as adaptive through outlier tests, and inclusion of these markers revealed a signal of adaptive variation related to geography and life history. The majority of the 162 adaptive SNPs were not independent and formed four groups of linked loci. Analyses with matsam software found that 42 of these outlier SNPs were significantly associated with geography, run timing and dwarf life history, and 27 of these 42 SNPs aligned with known genes or highly conserved genomic regions using the genome browser available for sea lamprey. This study provides both neutral and adaptive context for observed genetic divergence among collections and thus reconciles previous findings of population genetic heterogeneity within a species that displays extensive gene flow. © 2012 John Wiley &amp; Sons Ltd.",2013,"adaptation; conservation genetics; ecological genetics; genomics/proteomics; life history evolution; population genetics - empirical","Article","SCOPUS","no","NA","NA"
