Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Open Access,Source
"Di Prinzio C.Y., Rossi C.R., Ciancio J., Garza J.C., Casaux R.","Disentangling the contributions of ocean ranching and net-pen aquaculture in the successful establishment of Chinook salmon in a Patagonian basin",2015,"Environmental Biology of Fishes","98","9",,"1987","1997",,10,"10.1007/s10641-015-0418-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938422049&doi=10.1007%2fs10641-015-0418-0&partnerID=40&md5=3f4a23d7f8cd9f8a27e39c53283f7b66","The presence of Chinook salmon in Patagonia is an example of a successful invasion by a Pacific salmon species. The combination of historical records and genetic data can help to determine the origin of invasive / introduced species and allow the identification of the sources and dispersal process. We analyzed the genetic structure of Chinook salmon in the Futaleufú River (Pacific slope basin of Patagonia) using single nucleotide polymorphism genotypes and a recently described baseline dataset of native North American Chinook salmon populations. Our results revealed that Chinook salmon established in the Futaleufú River have high levels of within-population genetic diversity compared with populations from across the native range. Based on genetic similarity and historical reports, our results indicate that the Futaleufú population was first established by colonizing fish derived from the Lower Columbia River Basin, imported into Chile for ocean ranching purposes during the 1970s and 1980s, and afterward it was strongly supplemented by escaped fish from net pen aquaculture that used broodstock imported during the 1990s from various sources, including the California Central Valley (via New Zealand), the Middle Oregon Coast, and Vancouver Island. The higher incidence of fish derived from the most recent introductions in our sample suggest that the contribution of escaped salmon from these posterior stockings on establishment success must have been particularly strong because included different sources. Subsequent admixture and hybridization among these multiple independent source stocks is likely responsible for the high level of standing genetic variation, which may be facilitating local adaptation and augmenting the opportunity for successful invasion and further colonization. © 2015, Springer Science+Business Media Dordrecht.","Chinook salmon; Pacific slope basin of Patagonia; Potential origin","aquaculture; colonization; gene flow; genetic structure; hybridization; invasiveness; local adaptation; population genetics; ranching; river basin; salmonid fishery; Pacific Ocean; Patagonia; Oncorhynchus; Oncorhynchus tshawytscha",Article,"",Scopus
"Dalziel A.C., Martin N., Laporte M., Guderley H., Bernatchez L.","Adaptation and acclimation of aerobic exercise physiology in Lake Whitefish ecotypes (Coregonus clupeaformis)",2015,"Evolution","69","8",,"2167","2186",,21,"10.1111/evo.12727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940462010&doi=10.1111%2fevo.12727&partnerID=40&md5=912f31556dd3d8eec42786d86a428011","The physiological mechanisms underlying local adaptation in natural populations of animals, and whether the same mechanisms contribute to adaptation and acclimation, are largely unknown. Therefore, we tested for evolutionary divergence in aerobic exercise physiology in laboratory bred, size-matched crosses of ancestral, benthic, normal Lake Whitefish (Coregonus clupeaformis) and derived, limnetic, more actively swimming ""dwarf"" ecotypes. We acclimated fish to constant swimming (emulating limnetic foraging) and control conditions (emulating normal activity levels) to simultaneously study phenotypic plasticity. We found extensive divergence between ecotypes: dwarf fish generally had constitutively higher values of traits related to oxygen transport (ventricle size) and use by skeletal muscle (percent oxidative muscle, mitochondrial content), and also evolved differential plasticity of mitochondrial function (Complex I activity and flux through Complexes I-IV and IV). The effects of swim training were less pronounced than differences among ecotypes and the traits which had a significant training effect (ventricle protein content, ventricle malate dehydrogenase activity, and muscle Complex V activity) did not differ among ecotypes. Only one trait, ventricle mass, varied in a similar manner with acclimation and adaptation and followed a pattern consistent with genetic accommodation. Overall, the physiological and biochemical mechanisms underlying acclimation and adaptation to swimming activity in Lake Whitefish differ. © 2015, Society for the Study of Evolution.","Adaptation; Aerobic energy metabolism; Oxygen transport cascade; Phenotypic plasticity; Physiology","acclimation; biochemical composition; divergence; enzyme activity; local adaptation; oxygen; phenotypic plasticity; physiology; population structure; salmonid; Animalia; Coregonus clupeaformis; acclimatization; adaptation; animal; ecotype; energy metabolism; evolution; genetics; phenotype; physiology; salmonid; swimming; Acclimatization; Adaptation, Physiological; Animals; Biological Evolution; Ecotype; Energy Metabolism; Phenotype; Salmonidae; Swimming",Article,"",Scopus
"Lostrom S., Evans J.P., Grierson P.F., Collin S.P., Davies P.M., Kelley J.L.","Linking stream ecology with morphological variability in a native freshwater fish from semi-arid Australia",2015,"Ecology and Evolution","5","16",,"3272","3287",,18,"10.1002/ece3.1590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939465001&doi=10.1002%2fece3.1590&partnerID=40&md5=4e2e49b09a57f07a719555fc689c50f5","Environmental variation is a potent force affecting phenotypic expression. While freshwater fishes have provided a compelling example of the link between the environment and phenotypic diversity, few studies have been conducted with arid-zone fishes, particularly those that occur in geographically isolated regions where species typically inhabit intermittent and ephemeral creeks. We investigated morphological variation of a freshwater fish (the western rainbowfish, Melanotaenia australis) inhabiting creeks in the Pilbara region of northwest Australia to determine whether body shape variation correlated with local environmental characteristics, including water velocity, habitat complexity, predator presence, and food availability. We expected that the geographic isolation of creeks within this arid region would result in habitat-specific morphological specializations. We used landmark-based geometric morphometrics to quantify the level of morphological variability in fish captured from 14 locations within three distinct subcatchments of a major river system. Western rainbowfish exhibited a range of morphologies, with variation in body depth accounting for a significant proportion (>42%) of the total variance in shape. Sexual dimorphism was also apparent, with males displaying deeper bodies than females. While the measured local habitat characteristics explained little of the observed morphological variation, fish displayed significant morphological differentiation at the level of the subcatchment. Local adaptation may partly explain the geographic patterns of body shape variation, but fine-scale genetic studies are required to disentangle the effects of genetic differentiation from environmentally determined phenotypic plasticity in body shape. Developing a better understanding of environment-phenotype relationships in species from arid regions will provide important insights into ecological and evolutionary processes in these unique and understudied habitats. © 2015 The Authors. Ecology and Evolution Published by John Wiley & Sons Ltd.","Local adaptation; Phenotype-environment correlation; Phenotypic plasticity; Pilbara; Polymorphism; Population differentiation","Melanotaenia; Pisces",Article,"All Open Access, Gold, Green",Scopus
"Ramírez R., Bakke T.A., Harris P.D.","Population regulation in Gyrodactylus salaris-Atlantic salmon (Salmo salar L.) interactions: Testing the paradigm",2015,"Parasites and Vectors","8","1","392","","",,1,"10.1186/s13071-015-0981-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937942031&doi=10.1186%2fs13071-015-0981-4&partnerID=40&md5=81629b67b47a73a1b92c8d26be065dec","Background: Gyrodactylus salaris is a directly transmitted ectoparasite that reproduces in situ on its fish host. Wild Norwegian (East Atlantic) salmon stocks are thought to be especially susceptible to the parasite due to lack of co-adaptation, contrary to Baltic salmon stocks. This study i) identifies whether time-and density-dependent mechanisms in gyrodactylid population growth exist in G. salaris-Atlantic salmon interactions and ii) based on differences between Norwegian and Baltic stocks, determines whether the 'Atlantic susceptible, Baltic resistant' paradigm holds as an example of local adaptation. Methods: A total of 18 datasets of G. salaris population growth on individually isolated Atlantic salmon (12 different stocks) infected with three parasite strains were re-analysed using a Bayesian approach. Datasets included over 2000 observations of 388 individual fish. Results: The best fitting model of population growth was time-limited; parasite population growth rate declined consistently from the beginning of infection. We found no evidence of exponential population growth in any dataset. In some stocks, a density dependence in the size of the initial inoculum limited the maximum rate of parasite population growth. There is no evidence to support the hypothesis that all Norwegian and Scottish Atlantic salmon stocks are equally susceptible to G. salaris, while Baltic stocks control and limit infections due to co-evolution. Northern and Western Norwegian as well as the Scottish Shin stocks, support higher initial parasite population growth rates than Baltic, South-eastern Norwegian, or the Scottish Conon stocks, and several Norwegian stocks tested (Akerselva, Altaelva, Lierelva, Numedalslågen), and the Scottish stocks (i.e. Conon, Shin), were able to limit infections after 40-50 days. No significant differences in performance of the three parasite strains (Batnfjordselva, Figga, and Lierelva), or the two parasite mitochondrial haplotypes (A and F) were observed. Conclusions: Our study shows a spectrum of growth rates, with some fish of the South-eastern Norwegian stocks sustaining parasite population growth rates overlapping those seen on Baltic Neva and Indalsälv stocks. This observation is inconsistent with the 'Baltic-resistant, Atlantic-susceptible' hypothesis, but suggests heterogeneity, perhaps linked to other host resistance genes driven by selection for local disease syndromes. © 2015 Ramírez et al.","Density-dependence; Host-parasite dynamics; Local adaptation; Time-dependence; Transmission biology","Article; Atlantic salmon; Baltic States; controlled study; fish stock; growth rate; gyrodactylosis; Gyrodactylus salaris; haplotype; host parasite interaction; natural selection; nonhuman; Norway; parasite load; population density; population growth; population regulation; United Kingdom; animal; Bayes theorem; fish disease; growth, development and aging; parasitology; physiology; reproduction; Salmo salar; trematode; trematodiasis; veterinary; Gyrodactylidae; Gyrodactylus salaris; Salmo salar; Animals; Bayes Theorem; Fish Diseases; Host-Parasite Interactions; Reproduction; Salmo salar; Trematoda; Trematode Infections",Article,"All Open Access, Gold, Green",Scopus
"Aswani S., Vaccaro I., Abernethy K., Albert S., de Pablo J.F.-L.","Can Perceptions of Environmental and Climate Change in Island Communities Assist in Adaptation Planning Locally?",2015,"Environmental Management","56","6",,"1487","1501",,34,"10.1007/s00267-015-0572-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945481240&doi=10.1007%2fs00267-015-0572-3&partnerID=40&md5=c158f779c2c6e23470d621d84d011446","Local perceptions of environmental and climate change, as well as associated adaptations made by local populations, are fundamental for designing comprehensive and inclusive mitigation and adaptation plans both locally and nationally. In this paper, we analyze people’s perceptions of environmental and climate-related transformations in communities across the Western Solomon Islands through ethnographic and geospatial methods. Specifically, we documented people’s observed changes over the past decades across various environmental domains, and for each change, we asked respondents to identify the causes, timing, and people’s adaptive responses. We also incorporated this information into a geographical information system database to produce broad-scale base maps of local perceptions of environmental change. Results suggest that people detected changes that tended to be acute (e.g., water clarity, logging intensity, and agricultural diseases). We inferred from these results that most local observations of and adaptations to change were related to parts of environment/ecosystem that are most directly or indirectly related to harvesting strategies. On the other hand, people were less aware of slower insidious/chronic changes identified by scientific studies. For the Solomon Islands and similar contexts in the insular tropics, a broader anticipatory adaptation planning strategy to climate change should include a mix of local scientific studies and local observations of ongoing ecological changes. © 2015, Springer Science+Business Media New York.","Adaptation planning; Climate and environmental change; Local knowledge; Perceptions; Solomon Islands","Ecology; Geographic information systems; Sensory perception; Environmental change; Harvesting strategy; Local knowledge; Local observations; Logging intensities; Planning strategies; Scientific studies; Solomon islands; Climate change; adaptive management; climate change; database; environmental change; local participation; local planning; perception; traditional knowledge; Article; climate change; environmental change; ethnography; geographic information system; habitat structure; harvesting; human; lagoon; logging; nonhuman; population growth; sea level; social attitude; Solomon Islands; species composition; agriculture; climate; environmental protection; island (geological); Melanesia; perception; procedures; Solomon Islands [(ISG) Melanesia]; Solomon Islands [Solomon Islands (ISG)]; Agriculture; Climate; Climate Change; Conservation of Natural Resources; Islands; Melanesia; Perception",Article,"",Scopus
"Consuegra S., John E., Verspoor E., De Leaniz C.G.","Patterns of natural selection acting on the mitochondrial genome of a locally adapted fish species",2015,"Genetics Selection Evolution","47","1","58","","",,49,"10.1186/s12711-015-0138-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934324936&doi=10.1186%2fs12711-015-0138-0&partnerID=40&md5=38316359c16228d9e09c8e00eb264954","Background: Mitochondrial DNA (mtDNA) is frequently used in population genetic studies and is usually considered as a neutral marker. However, given the functional importance of the proteins encoded by the mitochondrial genome, and the prominent role of mitochondria in cellular energy production, the assumption of neutrality is increasingly being questioned. Results: We tested for evidence of selection on the mitochondrial genome of the Atlantic salmon, which is a locally adapted and widely farmed species and is distributed across a large latitudinal cline. We analysed 20 independent regions of the salmon mtDNA that represented nine genes (ND1, ND2, ND3, COX1, COX2, ATP6, ND4, ND5, and CYTB). These 20 mtDNA regions were sequenced using a 454 approach from samples collected across the entire European range of this species. We found evidence of positive selection at the ND1, ND3 and ND4 genes, which is supported by at least two different codon-based methods and also by differences in the chemical properties of the amino acids involved. The geographical distribution of some of the mutations indicated to be under selection was not random, and some mutations were private to artic populations. We discuss the possibility that selection acting on the Atlantic salmon mtDNA genome might be related to the need for increased metabolic efficiency at low temperatures. Conclusions: The analysis of sequences representing nine mitochondrial genes that are involved in the OXPHOS pathway revealed signatures of positive selection in the mitochondrial genome of the Atlantic salmon. The properties of the amino acids involved suggest that some of the mutations that were identified to be under positive selection might have functional implications, possibly in relation to metabolic efficiency. Experimental evidence, and better understanding of regional phylogeographic structuring, are needed to clarify the potential role of selection acting on the mitochondrial genome of Atlantic salmon and other locally adapted fishes. © 2015 Consuegra et al.",,"adaptation; gene; genetic marker; genome; local adaptation; low temperature; metabolism; mitochondrial DNA; mutation; natural selection; phylogeography; population genetics; population structure; protein; salmonid; Atlantic Ocean; Europe; Pisces; Salmo salar; fish protein; reduced nicotinamide adenine dinucleotide dehydrogenase; animal; DNA sequence; domestic animal; genetic selection; genetics; metabolism; mitochondrial genome; mitochondrion; molecular evolution; phylogeny; Salmo salar; Animals; Animals, Domestic; Evolution, Molecular; Fish Proteins; Genome, Mitochondrial; Mitochondria; NADH Dehydrogenase; Phylogeny; Salmo salar; Selection, Genetic; Sequence Analysis, DNA",Article,"All Open Access, Gold, Green",Scopus
"Chen Y., Zhang L., Jiang X.","Fine-scale local adaptation of cyanobacterial tolerance in Simocephalus vetulus (Crustacea: Cladocera)",2015,"Journal of Plankton Research","37","4",,"764","772",,6,"10.1093/plankt/fbv047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939617812&doi=10.1093%2fplankt%2ffbv047&partnerID=40&md5=0cdc45bdf68860535f5e6aadc9786725","The hypothesis that zooplankton evolve tolerance to cyanobacteria on a fine scale was tested by comparing the intrinsic rates of population increase (r) of a dominant cladoceran, Simocephalus vetulus, from seven small isolated lakes with the distances from 2.2 to 31.7 km. The toxic cyanobacterium Microcystis aeruginosa (poor food) significantly depressed the r values, compared with a nutritious green alga (good food). The tolerance index to cyanobacteria (rpoor/rgood) of 24 clones from six populations differed significantly among clones and populations. Twelve of 15 pairs of two populations had significant divergence with the shortest geographic distance of 2.2 km. Compared with these clones from six populations, 25 clones from another population had a comparable tolerance index. The amount of genetic variation available to selection pressure was sufficient within a population. The tolerance index increased and exhibited saturation with increasing microcystin concentrations in sediments, a proxy of the prevalence of cyanobacterial blooms. The divergence in tolerance between populations was more significantly correlated with the difference in microcystin concentrations than the geographic distance between two sites. These results suggest that local adaptation to toxic cyanobacteria in S. vetulus occurred on a microgeographic scale. © 2015 The Author 2015. Published by Oxford University Press. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Cyanobacteria; Local adaptation; Phenotypic plasticity; Tolerance; Zooplankton","brachiopod; crustacean; cyanobacterium; genetic variation; local adaptation; phenotypic plasticity; population structure; selection; tolerance; toxicity; toxin; zooplankton; Chlorophyta; Cladocera; Crustacea; Cyanobacteria; Microcystis aeruginosa; Simocephalus vetulus",Article,"All Open Access, Bronze",Scopus
"Flanagan S.P., Jones A.G.","Identifying signatures of sexual selection using genomewide selection components analysis",2015,"Ecology and Evolution","5","13",,"2722","2744",,3,"10.1002/ece3.1546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937023642&doi=10.1002%2fece3.1546&partnerID=40&md5=50181d91147cafaa9d039408cd3d7778","Sexual selection must affect the genome for it to have an evolutionary impact, yet signatures of selection remain elusive. Here we use an individual-based model to investigate the utility of genome-wide selection components analysis, which compares allele frequencies of individuals at different life history stages within a single population to detect selection without requiring a priori knowledge of traits under selection. We modeled a diploid, sexually reproducing population and introduced strong mate choice on a quantitative trait to simulate sexual selection. Genome-wide allele frequencies in adults and offspring were compared using weighted FST values. The average number of outlier peaks (i.e., those with significantly large FST values) with a quantitative trait locus in close proximity (""real"" peaks) represented correct diagnoses of loci under selection, whereas peaks above the FST significance threshold without a quantitative trait locus reflected spurious peaks. We found that, even with moderate sample sizes, signatures of strong sexual selection were detectable, but larger sample sizes improved detection rates. The model was better able to detect selection with more neutral markers, and when quantitative trait loci and neutral markers were distributed across multiple chromosomes. Although environmental variation decreased detection rates, the identification of real peaks nevertheless remained feasible. We also found that detection rates can be improved by sampling multiple populations experiencing similar selection regimes. In short, genome-wide selection components analysis is a challenging but feasible approach for the identification of regions of the genome under selection. © 2015 The Authors.","Adaptation; Population genetics; Population genomics; RAD-seq; Reproductive success; Simulation model",,Article,"All Open Access, Gold, Green",Scopus
"Dayan D.I., Crawford D.L., Oleksiak M.F.","Phenotypic plasticity in gene expression contributes to divergence of locally adapted populations of Fundulus heteroclitus",2015,"Molecular Ecology","24","13",,"3345","3359",,54,"10.1111/mec.13188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933278228&doi=10.1111%2fmec.13188&partnerID=40&md5=298cf5fe402f3246ee8d66906795df86","We examine the interaction between phenotypic plasticity and evolutionary adaptation using muscle gene expression levels among populations of the fish Fundulus heteroclitus acclimated to three temperatures. Our analysis reveals shared patterns of phenotypic plasticity due to thermal acclimation as well as non-neutral patterns of variation among populations adapted to different thermal environments. For the majority of significant differences in gene expression levels, phenotypic plasticity and adaptation operate on different suites of genes. The subset of genes that demonstrate both adaptive differences and phenotypic plasticity, however, exhibit countergradient variation of expression. Thus, expression differences among populations counteract environmental effects, reducing the phenotypic differentiation between populations. Finally, gene-by-environment interactions among genes with non-neutral patterns of expression suggest that the penetrance of adaptive variation depends on the environmental conditions experienced by the individual. © 2015 John Wiley & Sons Ltd.","adaptation; fish; genomics; phenotypic plasticity","Fundulus heteroclitus; adaptation; animal; DNA microarray; evolution; Fundulidae; gene expression; genetic variability; genetics; genotype environment interaction; Georgia; metabolism; muscle; phenotype; population genetics; temperature; United States; Adaptation, Physiological; Animals; Biological Evolution; Florida; Fundulidae; Gene Expression; Gene-Environment Interaction; Genetic Variation; Genetics, Population; Georgia; Maine; Muscles; Oligonucleotide Array Sequence Analysis; Phenotype; Temperature",Article,"",Scopus
"Ruiz-Mallén I., Corbera E., Calvo-Boyero D., Reyes-García V., Brown K.","How do biosphere reserves influence local vulnerability and adaptation? Evidence from Latin America",2015,"Global Environmental Change","33",,,"97","108",,19,"10.1016/j.gloenvcha.2015.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930943855&doi=10.1016%2fj.gloenvcha.2015.05.002&partnerID=40&md5=1c5fac46d04baf3fb91508d7c5570abb","Resource management regulations, such as those associated with the establishment of protected areas, can increase vulnerability and compromise individual and collective agency for adaptation. In this article, we comparatively analyse how four rural communities located within two biosphere reserves in Mexico and Bolivia experience vulnerability and adaptation to global change. We use focus groups, interviews and scoring exercises to analyse the influence of reserve management practices on locally perceived changes and stresses on livelihoods, and to discuss communities' coping and adaptation strategies. We show that both reserves are perceived as a source of stress but somewhat differently. In Mexico, communities feel vulnerable to the reserve's regulations but less to climatic and economic stresses, whereas in Bolivia communities perceive the insufficient enforcement of the reserve's rules as the most relevant stress to their livelihoods. Most of household-based and collective adaptations to environmental change have been adopted without the support of the biosphere reserves. We discuss how and why the biosphere reserves contribute to local vulnerability and why their role in enhancing local adaptation is limited. © 2015 Elsevier Ltd.","Adaptation; Biodiversity conservation; Bolivia; Mexico; Protected area; Vulnerability","biodiversity; biosphere; environmental change; habitat conservation; local adaptation; protected area; vulnerability; adaptive management; comparative study; environmental legislation; global change; Latino people; management practice; nature reserve; questionnaire survey; regulatory approach; resource management; rural population; Bolivia; Latin America; Mexico [North America]",Article,"All Open Access, Green",Scopus
"Combosch D.J., Vollmer S.V.","Trans-Pacific RAD-Seq population genomics confirms introgressive hybridization in Eastern Pacific Pocillopora corals",2015,"Molecular Phylogenetics and Evolution","88",,,"154","162",,48,"10.1016/j.ympev.2015.03.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929166324&doi=10.1016%2fj.ympev.2015.03.022&partnerID=40&md5=f684a0cfd16280795e424a10340fe1e0","Discrepancies between morphology-based taxonomy and phylogenetic systematics are common in Scleractinian corals. In Pocillopora corals, nine recently identified genetic lineages disagree fundamentally with the 17 recognized Pocillopora species, including 5 major Indo-Pacific reef-builders. Pocillopora corals hybridize in the Tropical Eastern Pacific, so it is possible that some of the disagreement between the genetics and taxonomy may be due to introgressive hybridization. Here we used 6769 genome-wide SNPs from Restriction-site Associated DNA Sequencing (RAD-Seq) to conduct phylogenomic comparisons among three common, Indo-Pacific Pocillopora species - P. damicornis, P. eydouxi and P. elegans - within and between populations in the Tropical Eastern Pacific (TEP) and the Central Pacific. Genome-wide RAD-Seq comparisons of Central and TEP Pocillopora confirm that the morphospecies P. damicornis, P. eydouxi and P. elegans are not monophyletic, but instead fall into three distinct genetic groups. However, hybrid samples shared fixed alleles with their respective parental species and, even without strict monophyly, P. damicornis share a common set of 33 species-specific alleles across the Pacific. RAD-Seq data confirm the pattern of one-way introgressive hybridization among TEP Pocillopora, suggesting that introgression may play a role in generating shared, polyphyletic lineages among currently recognized Pocillopora species. Levels of population differentiation within genetic lineages indicate significantly higher levels of population differentiation in the Tropical Eastern Pacific than in the Central West Pacific. © 2015 Elsevier Inc.","Hybridization; Phylogeography; Population genomics; Reef corals; Restriction-site Associated DNA Sequencing (RAD-Seq); Transcriptomics","Anthozoa; Pocillopora; Pocillopora damicornis; Pocillopora elegans; Pocillopora eydouxi; Scleractinia; allele; animal; Anthozoa; classification; DNA sequence; genetics; genomics; hybridization; phylogeny; single nucleotide polymorphism; species difference; Alleles; Animals; Anthozoa; Genomics; Hybridization, Genetic; Phylogeny; Polymorphism, Single Nucleotide; Sequence Analysis, DNA; Species Specificity",Article,"",Scopus
"Macleod A., Rodríguez A., Vences M., Orozco-TerWengel P., García C., Trillmich F., Gentile G., Caccone A., Quezada G., Steinfartz S.","Hybridization masks speciation in the evolutionary history of the Galápagos marine iguana",2015,"Proceedings of the Royal Society B: Biological Sciences","282","1809","20150425","","",9,36,"10.1098/rspb.2015.0425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931282155&doi=10.1098%2frspb.2015.0425&partnerID=40&md5=77bf820fd3173b0718d8015c20511fd8","The effects of the direct interaction between hybridization and speciation—two major contrasting evolutionary processes—are poorly understood.We present here the evolutionary history of the Galaápagos marine iguana (Amblyrhynchus cristatus) and reveal a case of incipient within-island speciation, which is paralleled by between-island hybridization. In-depth genome-wide analyses suggest that Amblyrhynchus diverged from its sister group, the Galaápagos land iguanas, around 4.5 million years ago (Ma), but divergence among extant populations is exceedingly young (less than 50 000 years). Despite Amblyrhynchus appearing as a single long-branch species phylogenetically, we find strong population structure between islands, and one case of incipient speciation of sister lineageswithin the same island—ostensibly initiated by volcanic events. Hybridization between both lineages is exceedingly rare, yet frequent hybridization with migrants from nearby islands is evident. The contemporary snapshot provided by highly variable markers indicates that speciation events may have occurred throughout the evolutionary history of marine iguanas, though these events are not visible in the deeper phylogenetic trees. We hypothesize that the observed interplay of speciation and hybridization might be a mechanism by which local adaptations, generated by incipient speciation, can be absorbed into a common gene pool, thereby enhancing the evolutionary potential of the species as a whole. © 2015 The Author(s) Published by the Royal Society. All rights reserved.","El Ninõ; Introgressive hybridization; Morphometrics; Restriction site-associated DNA (RAD) sequencing; Single-nucleotide polymorphisms; Volcanism","divergence; hybridization; introgression; lizard; local adaptation; morphometry; phylogenetics; polymorphism; population structure; speciation (biology); Ecuador; Galapagos Islands; Amblyrhynchus; Amblyrhynchus cristatus; Iguana; Iguania; animal; DNA sequence; Ecuador; genetics; hybridization; Iguanidae; molecular genetics; phylogeny; species differentiation; Animals; Ecuador; Genetic Speciation; Hybridization, Genetic; Iguanas; Molecular Sequence Data; Phylogeny; Sequence Analysis, DNA",Article,"All Open Access, Bronze, Green",Scopus
"Scapini F., Gambineri S., Rossano C., Elgtari M., Fanini L., Nourisson D.H.","Talitrid orientation as bioindicator of shoreline stability: Protected headland-bays versus exposed extended beaches",2015,"Ecological Indicators","53",,,"28","36",,12,"10.1016/j.ecolind.2015.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016371309&doi=10.1016%2fj.ecolind.2015.01.012&partnerID=40&md5=74889e471475a64ab41e4a8676e48f91","The behaviour of talitrids, being a local adaptation to beaches, is known to be related to environmental stability. The use of behavioural responses of resident populations as bioindicator of shoreline stability has been tested under various conditions, including after soft and hard engineering actions to stabilise eroded beaches. Port structures likely have impact on sediment longshore transportation and shoreline stability. The question was whether talitrid orientation behaviour could be proposed as bioindicator of impacts also for sandy bays of limited extension and highly used for recreation, such as those in the vicinity of touristic port structures. Orientation experiments were carried out on a set of sandy beaches of different extension and morphology, each of them in the vicinity of a touristic port, across the Mediterranean coasts. The protocol included field orientation tests of populations of talitrids, then analysed in terms of orientation precision seawards (considering sun compass orientation as the most locally adapted behavioural mechanism) in different seasons (before and after the touristic season) and times of day. The populations from more protected (either naturally or artificially) headland-bays showed a higher precision of orientation with respect to the shoreline direction than those from extended beaches, more subject to changes in longshore sedimentary transport as consequence of natural and human activities. The distance from the port and touristic pressure had no influence on talitrid orientation. An important stabilising factor for the sandy beach ecosystems, including talitrid populations and their behavioural adaptation, appeared to be the presence of seagrass banquette. The behavioural data point out that biotic information proceeding from local animal populations linked to beach sediments may complement sedimentology data and allow scaling the impacts occurring on a developed coastline. This becomes particularly relevant when considering interdisciplinary approaches to monitoring strategies. © 2015 The Authors","Beach ecosystem; Behavioural adaptation; Bioindicators; Orientation; Sandy beaches; Talitrids","Banks (bodies of water); Beaches; Biomarkers; Coastal zones; Crystal orientation; Ecology; Ecosystems; Fenders (port structures); Population statistics; Port structures; Sedimentology; Stability; Animal populations; Behavioural adaptation; Environmental stability; Field orientation; Mediterranean coasts; Monitoring strategy; Sandy beach; Talitrids; Behavioral research; amphipod; bioindicator; habitat fragmentation; local adaptation; orientation behavior; protected area; resident population; seagrass; sediment transport; shoreline; tourist behavior; Mediterranean Sea; Animalia; Talitridae",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Berg P.R., Jentoft S., Star B., Ring K.H., Knutsen H., Lien S., Jakobsen K.S., André C.","Adaptation to low salinity promotes genomic divergence in Atlantic Cod (Gadus morhua L.)",2015,"Genome Biology and Evolution","7","6",,"1644","1663",,107,"10.1093/gbe/evv093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979854203&doi=10.1093%2fgbe%2fevv093&partnerID=40&md5=618d3fae9ebcf2f543a3dd9850b74786","Howgenomic selection enables species to adapt to divergent environments is a fundamental question in ecology and evolution. We investigated the genomic signatures of local adaptation in Atlantic cod (Gadus morhua L.) along a natural salinity gradient, ranging from 35% in the North Sea to 7% within the Baltic Sea. By utilizing a 12K SNP chip, we simultaneously assessed neutral and adaptive genetic divergence across the Atlantic cod genome. Combining outlier analyses with a landscape genomic approach, we identified a set of directionally selected loci that are strongly correlated with habitat differences in salinity, oxygen, and temperature. Our results show that discrete regions within the Atlantic cod genome are subject to directional selection and associated with adaptation to the local environmental conditions in the Baltic- and the North Sea, indicating divergence hitchhiking and the presence of genomic islands of divergence. We report a suite of outlier single nucleotide polymorphisms within or closely located to genes associated with osmoregulation, as well as genes known to play important roles in the hydration and development of oocytes. These genes are likely to have key functions within a general osmoregulatory framework and are important for the survival of eggs and larvae, contributing to the buildup of reproductive isolation between the low-salinity adapted Baltic cod and the adjacent cod populations. Hence, our data suggest that adaptive responses to the environmental conditions in the Baltic Sea may contribute to a strong and effective reproductive barrier, and that Baltic cod can be viewed as an example of ongoing speciation. © The Author(s) 2015.","Atlantic cod; Baltic Sea; Ecological divergence; Genomic adaptation; Population genomics; SNPs; Speciation","adaptation; animal; Atlantic cod; gene; gene linkage disequilibrium; genetic selection; genetics; genome; genomics; salinity; single nucleotide polymorphism; Adaptation, Physiological; Animals; Gadus morhua; Genes; Genome; Genomics; Linkage Disequilibrium; Polymorphism, Single Nucleotide; Salinity; Selection, Genetic",Article,"All Open Access, Gold, Green",Scopus
